text,label,original_text
pesan gratis: panggilan gratis tanpa batas selama 1 bulan! aktifkan smartcall kirim sms: panggil ke לא: 68866. langganan 3gbp/minggu panggilan tanpa batas bantuan: 08448714184 berhenti? kirim sms berhenti hanya untuk telepon darat,spam,Pesan gratis: Panggilan gratis tanpa batas selama 1 bulan! Aktifkan SmartCall Kirim SMS: PANGGIL ke No: 68866. Langganan 3gbp/minggu panggilan tanpa batas Bantuan: 08448714184 Berhenti? kirim sms berhenti hanya untuk telepon darat
הודעה: Your verification code is 2629,ham,Your verification code is 2629
get the promo e-ticket for domestic & international flights through online easily & safely. contact; 085285485509 לחץ. www.mhegatravel.com,spam,Get the Promo E-TICKET for DOMESTIC & INTERNATIONAL flights through Online easily & safely. Contact; 085285485509 click. www.mhegatravel.com
הודעה: Your order #2984 has been shipped.,ham,Your order #2984 has been shipped.
דחוף: your פרס is waiting! התקשר 9623,spam,URGENT: Your prize is waiting! Call 9623
your entry won! claim $4639 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $4639 cash prize at tinyurl.com/abc
חינם iphone 15! enter code 4109 at bit.ly/123,spam,FREE iPhone 15! Enter code 4109 at bit.ly/123
your חשבון balance is $963,ham,Your account balance is $963
הודעה: HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
הודעה: From here after The performance award is calculated every two month.not for current one month period..,ham,From here after The performance award is calculated every two month.not for current one month period..
חינם iphone 15! enter code 8148 at bit.ly/123,spam,FREE iPhone 15! Enter code 8148 at bit.ly/123
hot summer sale! buy one get one חינם on all beachwear at trendystyles. shop עכשיו at www.trendystyles.com/sale18,spam,Hot Summer Sale! Buy one get one free on all beachwear at TrendyStyles. Shop now at www.trendystyles.com/sale18
הודעה: Your verification code is 3302,ham,Your verification code is 3302
"congrats! 2 mobile 3g videophones r yours. התקשר 09061744553 עכשיו! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm",spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
debt relief program: get out of debt fast! התקשר 2515,spam,Debt relief program: Get out of debt fast! Call 2515
as one of our registered subscribers u can enter the draw 4 a 100 g.b. gift voucher by replying with enter. to unsubscribe שלח הודעה stop,spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
debt relief program: get out of debt fast! התקשר 1496,spam,Debt relief program: Get out of debt fast! Call 1496
פרס winner! claim your $2548 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $2548 gift card at tinyurl.com/abc
חינם iphone 15! enter code 7094 at bit.ly/123,spam,FREE iPhone 15! Enter code 7094 at bit.ly/123
הודעה: Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/8888,spam,Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/8888
your entry won! claim $991 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $991 cash prize at tinyurl.com/abc
דחוף: your פרס is waiting! התקשר 7386,spam,URGENT: Your prize is waiting! Call 7386
הודעה: Your tax refund of $767 is ready. Claim at bit.ly/123,phishing,Your tax refund of $767 is ready. Claim at bit.ly/123
חינם iphone 15! enter code 3191 at bit.ly/123,spam,FREE iPhone 15! Enter code 3191 at bit.ly/123
your entry won! claim $4092 cash פרס at bit.ly/123,spam,Your entry won! Claim $4092 cash prize at bit.ly/123
חינם iphone 15! enter code 8147 at tinyurl.com/abc,spam,FREE iPhone 15! Enter code 8147 at tinyurl.com/abc
your entry won! claim $3981 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $3981 cash prize at goo.gl/xyz
please התקשר 08712402578 immediately as there is an דחוף message waiting for you,spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
your חשבון balance is $3844,ham,Your account balance is $3844
your חשבון balance is $1234,ham,Your account balance is $1234
"(tbqqme3495uq https://rebrand.ly) 

this שלח הודעה appears to be a shortened קישור that redirects to another website.",phishing,"(tbQqme3495Uq https://rebrand.ly) 

This text appears to be a shortened link that redirects to another website."
הודעה: Your tax refund of $564 is ready. Claim at bit.ly/123,phishing,Your tax refund of $564 is ready. Claim at bit.ly/123
"הודעה: Nikmati DOUBLE kuota PROMO 10GB(4G) di jaringan Data terkuat, UNLIMITED Nelp&SMS. 24JAM, dgn pkt Freedom Combo. Tekan *123# atau indosatooredoo.com/freedom",spam,"Nikmati DOUBLE kuota PROMO 10GB(4G) di jaringan Data terkuat, UNLIMITED Nelp&SMS. 24JAM, dgn pkt Freedom Combo. Tekan *123# atau indosatooredoo.com/freedom"
your entry won! claim $4647 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $4647 cash prize at tinyurl.com/abc
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-התקשר on 09065171142-stopsms-08718727870150ppm,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
הודעה: Your payment of $2902 was processed,ham,Your payment of $2902 was processed
הודעה: Your tax refund of $2255 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $2255 is ready. Claim at tinyurl.com/abc
הודעה: Komputer dikirim dengan alamat ke Sandiago dan Parantella Lane. Apa-apaan ini. Mengejek.,ham,Komputer dikirim dengan alamat ke Sandiago dan Parantella Lane. Apa-apaan ini. Mengejek.
חינם iphone 15! enter code 3214 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 3214 at goo.gl/xyz
debt relief program: get out of debt fast! התקשר 3476,spam,Debt relief program: Get out of debt fast! Call 3476
הודעה: Your payment of $1619 was processed,ham,Your payment of $1619 was processed
linkedin: anna viewed your profile. connect עכשיו: bit.ly/123,phishing,LinkedIn: Anna viewed your profile. Connect now: bit.ly/123
חינם iphone 15! enter code 2948 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 2948 at goo.gl/xyz
הודעה: Your verification code is 9798,ham,Your verification code is 9798
"הודעה: HEUTE Freedom Combo XL Rp89rb (normal Rp149rb). DOPPELTE Quote 5GB+5GB(4G)+ PROMO 10GB(4G), UNBEGRENZTES Anrufen & SMS an Indosat Ooredoo. Geben Sie FREEDOM XL ein und senden Sie es an die 363.",spam,"HEUTE Freedom Combo XL Rp89rb (normal Rp149rb). DOPPELTE Quote 5GB+5GB(4G)+ PROMO 10GB(4G), UNBEGRENZTES Anrufen & SMS an Indosat Ooredoo. Geben Sie FREEDOM XL ein und senden Sie es an die 363."
דחוף: your פרס is waiting! התקשר 9296,spam,URGENT: Your prize is waiting! Call 9296
win 4227 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 4227 NOW! Click goo.gl/xyz to claim!
your entry won! claim $4031 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $4031 cash prize at tinyurl.com/abc
debt relief program: get out of debt fast! התקשר 1870,spam,Debt relief program: Get out of debt fast! Call 1870
התקשר 3991 for customer support,ham,Call 3991 for customer support
debt relief program: get out of debt fast! התקשר 4651,spam,Debt relief program: Get out of debt fast! Call 4651
דחוף: your פרס is waiting! התקשר 7990,spam,URGENT: Your prize is waiting! Call 7990
הודעה: I think there might be a misunderstanding with the phrase provided. Can you please clarify or provide more context so I can assist you accurately in Arabic?,ham,I think there might be a misunderstanding with the phrase provided. Can you please clarify or provide more context so I can assist you accurately in Arabic?
התקשר 7539 for customer support,ham,Call 7539 for customer support
הודעה: Sembra qualcosa che direbbe qualcuno che mi sta testando.,ham,Sembra qualcosa che direbbe qualcuno che mi sta testando.
your entry won! claim $4401 cash פרס at bit.ly/123,spam,Your entry won! Claim $4401 cash prize at bit.ly/123
הודעה: Non so. Non gli ho mandato un messaggio di recente.,ham,Non so. Non gli ho mandato un messaggio di recente.
win 2109 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 2109 NOW! Click bit.ly/123 to claim!
חינם iphone 15! enter code 1374 at bit.ly/123,spam,FREE iPhone 15! Enter code 1374 at bit.ly/123
פרס winner! claim your $981 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $981 gift card at goo.gl/xyz
פרס winner! claim your $4298 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $4298 gift card at tinyurl.com/abc
it appears that the שלח הודעה you provided is a random string of characters and a shortened url קישור. ,spam,It appears that the text you provided is a random string of characters and a shortened URL link. 
הודעה: I liked your new house,ham,I liked your new house
הודעה: Your verification code is 4990,ham,Your verification code is 4990
התקשר 4467 for customer support,ham,Call 4467 for customer support
הודעה: i'm all alone in the bed and I feel like something is missing. http://bit.ly/3MaLwc9,spam,i'm all alone in the bed and I feel like something is missing. http://bit.ly/3MaLwc9
הודעה: Kamera - Anda mendapatkan kamera digital SiPix! Hubungi 09061221066 dari telepon rumah. Pengiriman dalam 28 hari.,spam,Kamera - Anda mendapatkan kamera digital SiPix! Hubungi 09061221066 dari telepon rumah. Pengiriman dalam 28 hari.
win 2756 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 2756 NOW! Click bit.ly/123 to claim!
הודעה: Package held at the terminal: http://ffnst.com/7DH36,phishing,Package held at the terminal: http://ffnst.com/7DH36
win 4329 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 4329 NOW! Click goo.gl/xyz to claim!
הודעה: Your tax refund of $1573 is ready. Claim at bit.ly/123,phishing,Your tax refund of $1573 is ready. Claim at bit.ly/123
debt relief program: get out of debt fast! התקשר 6328,spam,Debt relief program: Get out of debt fast! Call 6328
פרס winner! claim your $1192 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $1192 gift card at goo.gl/xyz
your entry won! claim $2578 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $2578 cash prize at goo.gl/xyz
debt relief program: get out of debt fast! התקשר 3645,spam,Debt relief program: Get out of debt fast! Call 3645
הודעה: Package retained at the terminal: http://ffnst.com/7DH770,phishing,Package retained at the terminal: http://ffnst.com/7DH770
win 3265 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 3265 NOW! Click goo.gl/xyz to claim!
הודעה: Paket Anda tidak dapat disampaikan karena biaya bea cukai yang belum dibayar. Bayar sekarang di www.postal-service.com/fees/20,phishing,Paket Anda tidak dapat disampaikan karena biaya bea cukai yang belum dibayar. Bayar sekarang di www.postal-service.com/fees/20
הודעה: Anda harus segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/8914,spam,Anda harus segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/8914
הודעה: Your tax refund of $3359 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $3359 is ready. Claim at goo.gl/xyz
דחוף: your פרס is waiting! התקשר 7982,spam,URGENT: Your prize is waiting! Call 7982
הודעה: Your order #1851 has been shipped.,ham,Your order #1851 has been shipped.
debt relief program: get out of debt fast! התקשר 5797,spam,Debt relief program: Get out of debt fast! Call 5797
"הודעה: If the pertable is neater, the report may be a little confused sometimes if pertable is sometimes used in several tables, how is that mad?",ham,"If the pertable is neater, the report may be a little confused sometimes if pertable is sometimes used in several tables, how is that mad?"
"u r subscribed 2 textcomp 250 wkly comp. 1st wk?s חינם question follows, subsequent wks charged@150p/msg.2 unsubscribe txt stop 2 84128,custcare 08712405020",spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
הודעה: Ten un buen viaje. Ten cuidado. Recuerda que cuando regreses debemos decidir acerca de la Semana Santa.,ham,Ten un buen viaje. Ten cuidado. Recuerda que cuando regreses debemos decidir acerca de la Semana Santa.
הודעה: Votre texte quotidien de ma part - une faveur cette fois,ham,Votre texte quotidien de ma part - une faveur cette fois
הודעה: Your payment of $1193 was processed,ham,Your payment of $1193 was processed
הודעה: Your tax refund of $1333 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $1333 is ready. Claim at tinyurl.com/abc
הודעה: Your tax refund of $3880 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $3880 is ready. Claim at goo.gl/xyz
הודעה: Your tax refund of $4393 is ready. Claim at bit.ly/123,phishing,Your tax refund of $4393 is ready. Claim at bit.ly/123
פרס winner! claim your $831 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $831 gift card at goo.gl/xyz
חינם iphone 15! enter code 3775 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 3775 at goo.gl/xyz
your entry won! claim $874 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $874 cash prize at goo.gl/xyz
"הודעה: Oh davvero? esibirsi, scrivere un saggio, andare al cinema E tornare a casa entro mezzanotte, eh?",ham,"Oh davvero? esibirsi, scrivere un saggio, andare al cinema E tornare a casa entro mezzanotte, eh?"
debt relief program: get out of debt fast! התקשר 6267,spam,Debt relief program: Get out of debt fast! Call 6267
הודעה: Your payment of $1104 was processed,ham,Your payment of $1104 was processed
i know a few people i can hit up and fuck to the כן,ham,I know a few people I can hit up and fuck to the yes
פרס winner! claim your $1017 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $1017 gift card at goo.gl/xyz
your חשבון balance is $731,ham,Your account balance is $731
דחוף: your פרס is waiting! התקשר 8692,spam,URGENT: Your prize is waiting! Call 8692
"שלום, your voicespin spectre_media_ltd חשבון balance is 100.0. unless you fill it up asap it will reach the credit limit and it will be blocked automa",ham,"Hello, your Voicespin SPECTRE_MEDIA_LTD account balance is 100.0. Unless you fill it up ASAP it will reach the credit limit and it will be blocked automa"
debt relief program: get out of debt fast! התקשר 4999,spam,Debt relief program: Get out of debt fast! Call 4999
your חשבון balance is $4397,ham,Your account balance is $4397
חינם iphone 15! enter code 9942 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 9942 at goo.gl/xyz
הודעה: Bekommen Sie einen kostenlosen mobilen Daten-Booster bei jedem neuen Handyvertrag bei MobileNet. Rufen Sie uns unter 800-555-0199 an oder besuchen Sie www.mobilenet.com/5,phishing,Bekommen Sie einen kostenlosen mobilen Daten-Booster bei jedem neuen Handyvertrag bei MobileNet. Rufen Sie uns unter 800-555-0199 an oder besuchen Sie www.mobilenet.com/5
win 4194 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 4194 NOW! Click goo.gl/xyz to claim!
"הודעה: Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
