id,source,text,dataset_label,rule_label,rule,typesafe_label,typesafe_confidence,decision,decision_source
r06848,rehearsal,"Plg yth, ¡felicitaciones! su número 3Care ha sido seleccionado para recibir un premio en efectivo de Rp.45 millones del programa de sorteo 3care PIN: 7711CA88 Información haga clic en: www.tricare2016.jimdo.com",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06852,rehearsal,"+449071512431 ¡URGENTE! Este es el 2º intento de contactarte. ¡Has GANADO £1250! LLAMA al 09071512433 antes del 050703 T&C BCM4235WC1N3XX. Coste de llamada 150ppm, costos móviles variables. Máx £7.50.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06869,rehearsal,நீங்கள் IRS உடன் தொகை அன்பணம் அனுப்ப வேண்டும் இப்போது https://tinyurl.com/8860,spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r06891,rehearsal,"Congratulazioni! Grazie a un buon amico hai VINTO il premio natalizio di £2.000. Per richiederlo è semplice, chiama subito 08718726971! Solo 10p per minuto. Tariffa nazionale BT.",spam,spam,,phishing,1.0,phishing,approved 2026-09-17 (bulk suggestion)
r07113,rehearsal,Get a free mobile data booster with every new phone plan at MobileNet. Call us at 800-555-0199 or visit www.mobilenet.com/34,phishing,phishing,,spam,1.0,spam,approved 2026-09-17 (bulk suggestion)
r07166,rehearsal,Get a free mobile data booster with every new phone plan at MobileNet. Call us at 800-555-0199 or visit www.mobilenet.com/23,phishing,phishing,,spam,1.0,spam,approved 2026-09-17 (bulk suggestion)
r07273,rehearsal,Get a free mobile data booster with every new phone plan at MobileNet. Call us at 800-555-0199 or visit www.mobilenet.com/6,phishing,phishing,,spam,1.0,spam,approved 2026-09-17 (bulk suggestion)
r07415,rehearsal,Get a free mobile data booster with every new phone plan at MobileNet. Call us at 800-555-0199 or visit www.mobilenet.com/64,phishing,phishing,,spam,1.0,spam,approved 2026-09-17 (bulk suggestion)
r08030,rehearsal,Get a free mobile data booster with every new phone plan at MobileNet. Call us at 800-555-0199 or visit www.mobilenet.com/31,phishing,phishing,,spam,1.0,spam,approved 2026-09-17 (bulk suggestion)
r08105,rehearsal,Get a free mobile data booster with every new phone plan at MobileNet. Call us at 800-555-0199 or visit www.mobilenet.com/21,phishing,phishing,,spam,1.0,spam,approved 2026-09-17 (bulk suggestion)
r04427,rehearsal,நீங்கள் உச்ச ஆதாரத்தில் பணம் அனுப்ப வேண்டும். இப்பக்கத்தில் https://tinyurl.com/9058 க்கு வெற்றி அனுப்பவும்.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04443,rehearsal,"Selamat!anda mdptkan satu unit MOBIL NISSAN JUKE dr PT.INDOFOOD pin_anda 27tdn55 u/info pengambilan Hadiah, kunjungi website www.popmieget-lucky.blogspot.com",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04518,rehearsal,"Herzlichen Glückwunsch - Sie haben in der dieswöchigen Wettbewerbsauslosung den Gewinn von £1450 gewonnen. Um diesen zu erhalten, rufen Sie einfach 09050002311 b4280703 an. AGB/Stopp SMS 08718727868. Nur für über 18-Jährige. 150ppm.",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04605,rehearsal,Решение от tricare Indonesia № XV/2015 Пин-код победителя 8JF2177 получает 1TOYOTA YARIS U/информация Посетите www.tri-2015.webnode.com или blogspot.com,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04607,rehearsal,Камера - Вам присуждена цифровая камера SiPix! Позвоните по номеру 09061221066 с городского телефона. Доставка в течение 28 дней.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04625,rehearsal,"Nos dossiers indiquent que vous pourriez avoir droit à 5000 livres en compensation pour l'accident que vous avez eu. Pour réclamer 4 gratuit, répondez avec CLAIM à ce message. 2 arrêter de recevoir des messages, envoyez STOP",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04713,rehearsal,DRINGEND! Ihre Mobilnummer wurde mit einem Bonusanrufpreis von £2000 ausgezeichnet. Rufen Sie 09058095201 vom Festnetz aus an. Nur 12 Stunden gültig.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04749,rehearsal,ඔබ වෙනස් කිරීම කල යුතුය IRS NOW ගොද https://tinyurl.com/8984 එකෙහිද?,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04752,rehearsal,"СРОЧНО! Вы выиграли бесплатное членство на одну неделю в нашем джекпоте на сумму ¬£100,000! Отправьте слово: CLAIM на номер: 81010 Условия и положения www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04758,rehearsal,لقد تم اختيارك للإقامة في أحد أفضل 250 فندقًا بريطانيًا - مجانًا! عطلة تستحق قيمتها 350 جنيه إسترليني! للمطالبة، اتصل بلندن على الرقم 02072069400. ص.ب. 526، SW73SS.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04772,rehearsal,"SELAMAT! Liburan 4* Costa Del Sol atau ¬£5000 Anda menunggu untuk diambil. Hubungi 09050090044 Sekarang untuk Klaim. SAE, Ketentuan dan Syarat, POBox334, Stockport, SK38xh, Biaya ¬£1.50/per menit, Maksimal 10 menit.",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04783,rehearsal,رسالة بريد إلكتروني: عزيزي ديف، هذه هي إشعارك النهائي لجمع عطلتك في تنيريف الرباعية النجوم أو جائزة النقدية بقيمة 5000 جنيه إسترليني! اتصل على الرقم 09061743806 من الهاتف الأرضي. تطبق الشروط والأحكام. يُرجى إرسال ظرف بريدي مسجل إلى صندوق البريد 326، CW25WX. التكلفة 150 بنس للدقيقة.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04807,rehearsal,Камера - Вам присуждена цифровая камера SiPix! Позвоните по номеру 09061221066 с городского телефона. Доставка в течение 28 дней.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04836,rehearsal,XMAS புரட்சிகள்! உங்களை தொடரவும் முயற்சி செய்கிறோம். இன்றைய போட்டியில் உங்கள் ஒரு £2000 பெருந்தரமான புரட்சியை பெற்றுள்ளீர்கள் என்று காட்டுகின்றது. லேண்டு லைனிலிருந்து 09058094565 எண்ணை அழைக்கவும். 12 மணி நேரத்திற்கான செல்லுதலை செயல்படுத்தவும்.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04883,rehearsal,இன்றைய அதிகாரத்திற்கு நீங்கள் துருத்தி பணம் அனுப்ப வேண்டும் https://tinyurl.com/9046,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r04984,rehearsal,"PRIVÉ! Votre Relevé de Compte 2004 pour le 07742676969 montre 786 Points Bonus non utilisés. Pour réclamer, appelez le 08719180248 Code Identifiant: 45239 Expire",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05146,rehearsal,Per favore CHIAMA immediatamente 08712402902 in quanto c'è un messaggio urgente in attesa per te.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05188,rehearsal,"Estimado cliente, felicidades, ha recibido un premio de: Sorteo de PT. INDOFOOD POPMIE su PIN es FH53X77, Para más información visite: www.pop-mie-indofood.webs.com",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05202,rehearsal,நீங்கள் உரில் உரிச்சு அன்பேன இப்போது https://tinyurl.com/8888 க்கு பணம் அனுப்ப வேண்டும்.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05216,rehearsal,அதிகாரியன் Tri Care கருத்து அளவு எண். XV/2016 PIN வெற்றியாளர் உங்கள் =39XV544F பெற்றுள்ளது-1 யுனிட் கார் HONDA JAZZ Rs தகவலுக்கு கிளிக் செய்யவும் www.kejutantriindonesia.blogspot.co.id,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05225,rehearsal,ඔබ දැන් IRS වෙත මුදල යවනවෙනුව https://tinyurl.com/9060 හි දැනේ.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05233,rehearsal,Por favor LLAME al 08712402902 inmediatamente ya que hay un mensaje urgente esperándolo.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05256,rehearsal,"¡ALERTA HERMANO MAYOR! El ordenador te ha seleccionado para 10.000 en efectivo o un vale de 150 libras. Llama al 09064018838. NTT PO Box CRO1327. 18+. Costo de llamada desde línea fija de BT 150ppm, tarifas de móvil varían.",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05276,rehearsal,ඔබට නැවත ආදායම් ගෙවිය යුතු අතර එවිදී ඊස් අත්විදිනයට ගෙවු ගැනීමින් https://tinyurl.com/8963 අත්සනයෙන් එවන්න.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05384,rehearsal,"HAI VINTO! La tua vacanza a 4* Costa Del Sol o ¬£5000 ti aspettano per essere ritirati. Chiama ora al 09050090044 per richiedere. SAE, TC s, POBox334, Stockport, SK38xh, Cost¬£1.50/pm, Max10mins",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05403,rehearsal,لقد تم اختيارك بشكل خاص لتلقي جائزة بقيمة 2000 جنيه إسترليني! اتصل على 08712402050 قبل إغلاق الخطوط. التكلفة 10 بنس للدقيقة. 16+. تطبق الشروط والأحكام. AG Promo,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05418,rehearsal,"KOSTENLOSE NACHRICHT: Unsere Aufzeichnungen deuten darauf hin, dass Ihnen für den Unfall, den Sie hatten, möglicherweise 3750 Pfund zustehen. Um kostenlos zu beanspruchen, antworten Sie mit JA auf diese Nachricht. Um abzulehnen, senden Sie STOP.",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05449,rehearsal,"¡URGENTE! ¡Has ganado una membresía GRATUITA de 1 semana en nuestro premio mayor de £100,000! Envía la palabra: RECLAMAR al Número: 81010 Términos y Condiciones www.dbuk.net LCCLTD APARTADO 4403LDNW1A7RW18",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05603,rehearsal,"Urgente UR ha vinto un viaggio omaggio per EuroDisinc Trav, Aco&Entry41 O ¬£1000. Per richiedere invia un SMS con scritto DIS al 87121 18+6*¬£1.50 (più da cellulare. Condividi con AcomOrSglSuplt)10, LS1 3AJ",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05628,rehearsal,"ශාක්කයේ ආයුබෝවන්, ඔබට, POIN PLUS PLUS INDOSAT වෙතින් (2) උදාවන් ලබා ගත්තාද. ජයග්‍රාහක පින්: b89c7h9 සදහා විස්තර ජයග්‍රාහක හුත්තා www.indosatpoinplus-7887.webs.com ට ක්ලික් කරන්න.",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05634,rehearsal,"Plg Yth No, votre carte SIM a gagné 1 unité TOYOTA ALL NEW YARIS dans GEBYAR TRIcare. code gagnant 8JF2177. Pour plus d'informations, contactez le 089676547727 ou cliquez sur www.data-tricare.jimdo.com",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05746,rehearsal,PRIBADI! Laporan Rekening Anda untuk tahun 2003 pada nomor 07973788240 menunjukkan 800 poin S.I.M. yang belum ditebus. Hubungi 08715203649 Kode Pengenal: 40533 Berlaku hingga 31/10/04,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05760,rehearsal,"Если вы не перезвоните, ваш приз перейдет другому клиенту. Условия на www.t-c.biz 18+ 150р/мин Polo Ltd Suite 373 Лондон W1J 6HL Пожалуйста, перезвоните, если линия занята",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05774,rehearsal,Urgent ! Veuillez appeler le 0906346330. Votre ABTA vacances espagnoles 4* gratuites ou 10 000 £ en espèces vous attendent pour être récupérées. Conditions générales et d'envoi (SAE) BOX 47 PO19 2EZ. 150ppm 18+,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05822,rehearsal,DEAL: أنت الفائز بمبلغ 1000 جنيه إسترليني أو بجائزة متصلة مضمونة، هذه محاولتنا النهائية للاتصال بك! للمطالبة، اتصل الآن على 09071517866! تكاليف الاتصال 150 بيني بالدقيقة. صندوق بريدي 10183 برمنجهام B64XE.,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05889,rehearsal,"Urgente UR ha ganado un viaje de cortesía a EuroDisinc Trav, Aco&Entry41 o £1000. Para reclamar, envíe un mensaje de texto con la palabra DIS al 87121 18+6*£1.50 (más de un móvil. Compartir Gastos acompañados o Suplemento Individual) 10, LS1 3AJ",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05951,rehearsal,PESAN RESMI PT.3Care Indonesia Berkat isi Ulang No. Anda M-dptkan hadiah ke-3 Dengan kode PIN Anda (B8337H9) U/info hadiah klik; www.hadiah-pt3care34.blogspot.com,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05956,rehearsal,"வாழ்த்துக்கள்! ஒரு நல்ல நண்பருடன் சரியான முகவரியில் ¬£2,000 கிறிஸ்துமஸ் போட்டியை நீங்கள் வென்றுள்ளீர்கள். சென்ட் பிரியாக்க என்னைக் கூடாதியாகஅ, 08718726978 இப்போது அழையவும்! ஒரே நாடு முதல் 10 பெண்கள் உடன். BT-தேசிய-விகிதியார்",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r05983,rehearsal,ඔබ දැනට IRS හි මුදල ලැබුණු අවශ්‍යයි https://tinyurl.com/8838,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r06043,rehearsal,Your item is on its way back to your local office. Please book your re-delivery here: https://failed-delivery-department.com,spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
r06094,rehearsal,"Vous avez été spécialement sélectionné pour recevoir une ""récompense de 3000 € ! Appelez le 08712402050 AVANT la fermeture des lignes. Coût de 10ppm. 16+. Termes et conditions s'appliquent. AG Promo",spam,spam,,phishing,0.99,phishing,approved 2026-09-17 (bulk suggestion)
